[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Analysis started at: 2024-11-10 07:37:08 AM
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Version constraints: ['^0.4.24']
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | solc version: v0.4.24
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function transfer
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for getBalance
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for getBalance
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function getBalance
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for getTargetWallet
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for getTargetWallet
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function getTargetWallet
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for getSecret
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for getSecret
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function getSecret
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for clean
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for clean
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function clean
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function withdraw
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for withdrawNoMoney
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for withdrawNoMoney
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function withdrawNoMoney
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for withdrawOther
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for withdrawOther
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function withdrawOther
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for refund
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for refund
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function refund
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for createSwap
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Return summary generated for createSwap
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Processed function createSwap
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0xd84b6aec4985e68ef5882de0b5d0b30992bb5057 | Generating return summary for createSwapTarget
