[INFO] | 2024-11-10 07:38:24 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Analysis started at: 2024-11-10 07:38:24 AM
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Version constraints: ['^0.4.19']
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | solc version: v0.4.19
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Callgraph generation started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Value Range Analysis started
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function totalSupply
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for EbyteDistribution
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for EbyteDistribution
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function EbyteDistribution
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function balanceOf
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for getEthBalance
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for getEthBalance
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function getEthBalance
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for isUnlocked
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for isUnlocked
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function isUnlocked
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for onlyWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for onlyWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function onlyWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for withdrawForeignTokens
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for withdrawForeignTokens
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function withdrawForeignTokens
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for distributeEbyte
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for distributeEbyte
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function distributeEbyte
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for distributeEbyteForETH
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for distributeEbyteForETH
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function distributeEbyteForETH
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function getTokenBalance
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for tokensAvailable
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for tokensAvailable
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function tokensAvailable
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for setParameters
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for setParameters
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Processed function setParameters
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Generating return summary for enableWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Return summary generated for enableWhitelist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xb69a50f98a49f85fd2042813e1647b02dc43d71f | Range graph generated
