[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Analysis started at: 2024-11-10 07:37:11 AM
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Version constraints: ['^0.4.1']
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | solc version: v0.4.1
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Callgraph generation started!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Value Range Analysis started
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for BurnableOpenPayment
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for BurnableOpenPayment
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Range graph generated
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function BurnableOpenPayment
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for getPayer
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for getPayer
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function getPayer
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for getRecipient
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for getRecipient
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function getRecipient
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for getCommitThreshold
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for getCommitThreshold
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function getCommitThreshold
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for commit
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for commit
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Range graph generated
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function commit
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Range graph generated
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for onlyPayer
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for onlyPayer
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function onlyPayer
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for onlyWithRecipient
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for onlyWithRecipient
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Processed function onlyWithRecipient
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Generating return summary for newBurnableOpenPayment
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | Return summary generated for newBurnableOpenPayment
[INFO] | 2024-11-10 07:37:12 AM | analyzer.0x7c52209718662dde9e18690e5ce435aa81502edd | State variable assignement do not exist
