[INFO] | 2024-11-10 07:38:52 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Analysis started at: 2024-11-10 07:38:52 AM
[INFO] | 2024-11-10 07:39:01 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Version constraints: ['^0.4.20']
[INFO] | 2024-11-10 07:39:01 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | solc version: v0.4.20
[INFO] | 2024-11-10 07:39:14 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Callgraph generation started!
[INFO] | 2024-11-10 07:39:14 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:14 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:26 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Value Range Analysis started
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Range graph generated
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Range graph generated
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Range graph generated
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for query
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for query
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function query
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for query_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for query_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for query2
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for query2
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function query2
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for queryN
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for queryN
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function queryN
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for queryN_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for queryN_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function queryN_withGasLimit
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:28 AM | analyzer.0x00195777bed7025e78819156281192c85fb3cf9b | Processed function getPrice
