[INFO] | 2024-11-10 07:38:55 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Analysis started at: 2024-11-10 07:38:55 AM
[INFO] | 2024-11-10 07:39:01 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Version constraints: ['0.4.20']
[INFO] | 2024-11-10 07:39:01 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | solc version: v0.4.20
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for mul
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for mul
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function mul
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for div
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for div
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function div
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for sub
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for sub
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function sub
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for add
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for add
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function add
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for ProductionUnitToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for ProductionUnitToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Processed function ProductionUnitToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Generating return summary for getSettings
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | Return summary generated for getSettings
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0 | State variable assignement do not exist
