[INFO] | 2024-11-10 07:38:01 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Analysis started at: 2024-11-10 07:38:01 AM
[INFO] | 2024-11-10 07:38:01 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Version constraints: ['^0.4.19']
[INFO] | 2024-11-10 07:38:01 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | solc version: v0.4.19
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function transfer
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for FruitFarm
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for FruitFarm
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Range graph generated
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function FruitFarm
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function withdrawEther
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for getTokens
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for getTokens
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function getTokens
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for withdrawTokens
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for withdrawTokens
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function withdrawTokens
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Processed function getTokenBalance
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Value Range Analysis took 0.001879 seconds
[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xc80defd365fbac2dffeddfcb091b99afea6f8408 | Value Range Analysis finished
