[INFO] | 2024-09-29 03:54:24 AM | analyzer.require_manual_cases_copy | Analysis started at: 2024-09-29 03:54:24 AM
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_manual_cases_copy | Version constraints: ['0.4.24']
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_manual_cases_copy | solc version: v0.4.24
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Callgraph generation started!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Callgraph generation finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Interprocedural CFG generation started!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Interprocedural CFG generation finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Storage dependency graph generation started!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Storage dependency graph generation finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Value Range Analysis started
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_fn_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_fn_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_fn_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for bug_require
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for bug_require
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function bug_require
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for bug_require_22
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for bug_require_22
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function bug_require_22
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_2a
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_2a
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_2a
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_2a_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_2a_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_2a_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_2b
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_2b
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_2b
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_2b_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_2b_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_2b_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_13
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_13
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_13
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_32341
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_32341
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_32341
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_3_DD
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_3_DD
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_3_DD
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_123
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_123
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_123
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_3
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_3
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_3
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_321
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_321
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_321
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_12131
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_12131
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_12131
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_n31
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_n31
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_n31
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_31
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_31
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_31
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Generating return summary for slither_318
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Return summary generated for slither_318
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_manual_cases_copy | Processed function slither_318
