[INFO] | 2024-11-10 07:36:58 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Analysis started at: 2024-11-10 07:36:58 AM
[INFO] | 2024-11-10 07:36:58 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Version constraints: ['>=0.4.22', '<0.6.0']
[INFO] | 2024-11-10 07:36:58 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | solc version: v0.4.22
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Callgraph generation started!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Callgraph generation finished!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Value Range Analysis started
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Generating return summary for transfer
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Return summary generated for transfer
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Processed function transfer
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Range graph generated
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Processed function constructor
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Range graph generated
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Generating return summary for fallback
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Return summary generated for fallback
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Range graph generated
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Processed function fallback
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Value Range Analysis took 0.003392 seconds
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Value Range Analysis finished
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Dependency detection started!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Dependency detection finished!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Static Analysis took 1.059665 seconds
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Dependency does not exist
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Analysis finished!
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Analysis took 1.059883 seconds
[INFO] | 2024-11-10 07:36:59 AM | analyzer.0x8e3e25958ad448aeb5982a01b63bcb91355d56a5 | Analysis finished at: 2024-11-10 07:36:59 AM
