[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | solc version: v0.4.21
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Processed function transfer
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xb98de64d4dbe2956e80149e88ce9135bb05e9400 | Generating return summary for balanceOf
