[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Analysis started at: 2024-11-10 07:37:06 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | solc version: v0.4.25
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Callgraph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Value Range Analysis started
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for setReferrer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for setReferrer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Processed function setReferrer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Generating return summary for processPayment
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | Return summary generated for processPayment
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x2628e13a3cbdc52ed96b4b8d6b1041d3ef3a409e | State variable assignement do not exist
