[INFO] | 2024-09-29 03:54:25 AM | analyzer.tool_fail | Analysis started at: 2024-09-29 03:54:25 AM
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tool_fail | Version constraints: ['^0.4.24']
[INFO] | 2024-09-29 03:54:26 AM | analyzer.tool_fail | solc version: v0.4.24
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Callgraph generation started!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Callgraph generation finished!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Interprocedural CFG generation started!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Interprocedural CFG generation finished!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Storage dependency graph generation started!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Storage dependency graph generation finished!
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Value Range Analysis started
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy27
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy27
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy27
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy21
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy21
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy21
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for non_buggy_case1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for non_buggy_case1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function non_buggy_case1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_case4
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_case4
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_case4
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_case3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_case3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_case3
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_case7
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_case7
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_case7
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for requiredee
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for requiredee
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function requiredee
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for requirdeepf
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for requirdeepf
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function requirdeepf
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_case
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_case
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_case
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_case2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_case2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_case2
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for non_buggy_requirem
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for non_buggy_requirem
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | State variable assignement do not exist
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function non_buggy_requirem
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for buggy_local
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Return summary generated for buggy_local
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Range graph generated
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Processed function buggy_local
[INFO] | 2024-09-29 03:54:27 AM | analyzer.tool_fail | Generating return summary for case_1
