[INFO] | 2024-09-29 03:54:24 AM | analyzer.swc-107-call-parameters | Analysis started at: 2024-09-29 03:54:24 AM
[INFO] | 2024-09-29 03:54:26 AM | analyzer.swc-107-call-parameters | Version constraints: ['0.4.24']
[INFO] | 2024-09-29 03:54:26 AM | analyzer.swc-107-call-parameters | solc version: v0.4.24
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Callgraph generation started!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Callgraph generation finished!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Interprocedural CFG generation started!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Interprocedural CFG generation finished!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Storage dependency graph generation started!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Storage dependency graph generation finished!
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Value Range Analysis started
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for non_reentrant
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for non_reentrant
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function non_reentrant
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_3
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_3
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_3
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_3z
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_3z
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_3z
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_if
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_if
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_if
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_ifz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_ifz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_ifz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_else
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_else
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_else
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for buggy_multi_dep
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for buggy_multi_dep
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function buggy_multi_dep
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for buggy_require_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for buggy_require_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function buggy_require_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for non_buggy_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for non_buggy_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function non_buggy_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for test
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for test
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function test
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for testzz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for testzz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function testzz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for testz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for testz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function testz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for testzzz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for testzzz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function testzzz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for buggy_wbc_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for buggy_wbc_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function buggy_wbc_1
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_while_loop
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_while_loop
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_while_loop
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_while_loop_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_while_loop_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_while_loop_2
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_while_loop_3
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_while_loop_3
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_while_loop_3
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_while_loopz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_while_loopz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_while_loopz
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_4
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_4
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Processed function withdraw_call_4
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Generating return summary for withdraw_call_5
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Return summary generated for withdraw_call_5
[INFO] | 2024-09-29 03:54:30 AM | analyzer.swc-107-call-parameters | Range graph generated
