[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Analysis started at: 2024-11-10 07:38:19 AM
[INFO] | 2024-11-10 07:38:21 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Version constraints: ['^0.5.0', '0.5.16', '0.5.16']
[INFO] | 2024-11-10 07:38:21 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | solc version: v0.5.16
[INFO] | 2024-11-10 07:38:21 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:21 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:21 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for add
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for add
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function add
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function sub
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function mul
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for div
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for div
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function div
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for mod
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for mod
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function mod
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for getAttendees
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for getAttendees
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function getAttendees
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for getAttendees
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for getAttendees
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function getAttendees
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function clap
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function sub
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for div
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for div
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function div
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for mod
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for mod
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function mod
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function constructor
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Return summary generated for register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Range graph generated
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Processed function register
[INFO] | 2024-11-10 07:38:22 AM | analyzer.0x121726eaab9965b918f00b9871c25c4baf5cc960 | Generating return summary for registerFor
