[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Analysis started at: 2024-11-10 07:37:06 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Version constraints: ['^0.4.18']
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | solc version: v0.4.18
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Callgraph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Value Range Analysis started
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for name
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for name
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function name
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for symbol
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for symbol
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function symbol
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for decimals
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for decimals
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function decimals
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function totalSupply
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x37e343f2cc245754595f1ae3656b460c35d636fb | Return summary generated for acceptOwnership
