[INFO] | 2024-11-10 07:38:12 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Analysis started at: 2024-11-10 07:38:12 AM
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Version constraints: ['^0.4.18']
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | solc version: v0.4.18
[INFO] | 2024-11-10 07:38:15 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:15 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:15 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function mul
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for div
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for div
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function div
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function sub
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for add
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for add
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function add
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xc86dd185fc95031489b89eeaaa3fd47e11c065e9 | State variable assignement do not exist
