[INFO] | 2024-11-10 07:38:23 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Analysis started at: 2024-11-10 07:38:23 AM
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Version constraints: ['^0.4.8', '^0.4.0']
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | solc version: v0.4.8
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function query
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for query_withGasLimit
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for query_withGasLimit
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for query2
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for query2
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function query2
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function getPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function getPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for useCoupon
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for useCoupon
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function useCoupon
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for setProofType
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for setProofType
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function setProofType
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for setConfig
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for setConfig
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function setConfig
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for setCustomGasPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for setCustomGasPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function setCustomGasPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function getAddress
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for __callback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for __callback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function __callback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function getCodeSize
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function parseAddr
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function strCompare
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function indexOf
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function strConcat
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function parseInt
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function uint2str
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Generating return summary for __callback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | Return summary generated for __callback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0x5c430fa24f782cf8156ca97208c42127b17b0494 | State variable assignement do not exist
