[INFO] | 2024-11-10 07:38:15 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Analysis started at: 2024-11-10 07:38:15 AM
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | solc version: v0.4.21
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Callgraph generation started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Value Range Analysis started
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Range graph generated
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function constructor
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function fallback
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for ethBalance
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for ethBalance
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function ethBalance
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for assignedDoublrContract
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for assignedDoublrContract
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function assignedDoublrContract
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for exit
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for exit
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function exit
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for payout
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for payout
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function payout
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for buy
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for buy
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function buy
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for myTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for myTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function myTokens
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for notPOOH
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for notPOOH
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function notPOOH
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function transfer
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for sell
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for sell
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function sell
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for totalEthereumBalance
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for totalEthereumBalance
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function totalEthereumBalance
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Processed function myDividends
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:16 AM | analyzer.0xdcbb703095c4b7fae2a44ea0acffc53d97acde0e | Return summary generated for withdraw
