[INFO] | 2024-11-10 07:37:38 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Analysis started at: 2024-11-10 07:37:38 AM
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | solc version: v0.4.25
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Callgraph generation started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Value Range Analysis started
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for owned
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for owned
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function owned
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function receiveApproval
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for burn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for burn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function burn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function burnFrom
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function _transfer
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function approve
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Generating return summary for burn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Return summary generated for burn
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Range graph generated
[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xd40c2daf2b55fbf5532ddeada3febe738f431dfe | Processed function burn
