[INFO] | 2024-11-10 07:39:55 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Analysis started at: 2024-11-10 07:39:55 AM
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Version constraints: ['^0.5.6']
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | solc version: v0.5.6
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Callgraph generation started!
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Callgraph generation finished!
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Value Range Analysis started
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for getIndexByTokenDet
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for getIndexByTokenDet
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function getIndexByTokenDet
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for exists
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for exists
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function exists
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Range graph generated
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function constructor
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for owner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for owner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function owner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function isOwner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for addERC20Tokens
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for addERC20Tokens
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function addERC20Tokens
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for getIndexByERC20Token
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for getIndexByERC20Token
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function getIndexByERC20Token
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for removeERC20Token
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for removeERC20Token
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function removeERC20Token
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for exists
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for exists
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function exists
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function transfer
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function allowance
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function onERC721Received
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function ownerOf
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for royalities
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Return summary generated for royalities
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Processed function royalities
[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x03fb31bb6def4dd3a7ea3b0fa6bdecc940e75795 | Generating return summary for creators
