[INFO] | 2024-11-10 07:39:08 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Analysis started at: 2024-11-10 07:39:08 AM
[INFO] | 2024-11-10 07:39:09 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Version constraints: ['^0.5.1']
[INFO] | 2024-11-10 07:39:09 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | solc version: v0.5.1
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Callgraph generation started!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Value Range Analysis started
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for owner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for owner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function owner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for isOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for isOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function isOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function _transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for add
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for add
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function add
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for sub
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for sub
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function sub
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for mul
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for mul
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function mul
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for div
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for div
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function div
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for mod
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for mod
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function mod
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function transferFrom
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function transfer
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function approve
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for tokenToEthTransferInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for tokenToEthTransferInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function tokenToEthTransferInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for ethToTokenTransferOutput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for ethToTokenTransferOutput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function ethToTokenTransferOutput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for ethToTokenTransferInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for ethToTokenTransferInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function ethToTokenTransferInput
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function constructor
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for owner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for owner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function owner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for isOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for isOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function isOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function _transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function fallback
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Range graph generated
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x0c6139206f995d160edb00422a5ac819bc94295e | Return summary generated for renounceOwnership
