[INFO] | 2024-11-10 07:42:31 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Analysis started at: 2024-11-10 07:42:31 AM
[INFO] | 2024-11-10 07:42:39 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:42:39 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | solc version: v0.4.21
[INFO] | 2024-11-10 07:42:53 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Callgraph generation started!
[INFO] | 2024-11-10 07:42:53 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Callgraph generation finished!
[INFO] | 2024-11-10 07:42:53 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Value Range Analysis started
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Range graph generated
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Range graph generated
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for ethToTokens
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for ethToTokens
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function ethToTokens
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for tokenToEth
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for tokenToEth
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function tokenToEth
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for tokenToEthRate
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for tokenToEthRate
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function tokenToEthRate
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for ethToTokenRate
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for ethToTokenRate
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function ethToTokenRate
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for add
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for add
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function add
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for sub
[WARNING] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for sub
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function sub
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for mul
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for mul
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function mul
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for div
[WARNING] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for div
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function div
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for constructor
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for constructor
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Range graph generated
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function constructor
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Range graph generated
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function acceptOwnership
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function onlyOwner
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function totalSupply
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function balanceOf
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for allowance
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for allowance
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Processed function allowance
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Generating return summary for transfer
[INFO] | 2024-11-10 07:42:55 AM | analyzer.0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c | Return summary generated for transfer
