[INFO] | 2024-11-10 07:37:48 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Analysis started at: 2024-11-10 07:37:48 AM
[INFO] | 2024-11-10 07:37:52 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Version constraints: ['^0.6.2', '^0.6.0']
[INFO] | 2024-11-10 07:37:52 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | solc version: v0.6.2
[INFO] | 2024-11-10 07:37:55 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Callgraph generation started!
[INFO] | 2024-11-10 07:37:55 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:55 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Value Range Analysis started
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for add
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for add
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function add
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for sub
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for sub
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function sub
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for mul
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for mul
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function mul
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for div
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for div
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function div
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for mod
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for mod
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function mod
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for sortTokens
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for sortTokens
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function sortTokens
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for getReserves
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for getReserves
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function getReserves
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for paused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for paused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function paused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function whenNotPaused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function whenPaused
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function _msgSender
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function _msgData
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for owner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for owner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function owner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Range graph generated
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function constructor
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function balanceOf
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for approve
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for approve
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function approve
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function transfer
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function transferFrom
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for getFighter
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Return summary generated for getFighter
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Processed function getFighter
[INFO] | 2024-11-10 07:37:56 AM | analyzer.0x2c92744a0428e405e95dc3eb812e1b87872b22eb | Generating return summary for mint
