[INFO] | 2024-11-10 07:37:40 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Analysis started at: 2024-11-10 07:37:40 AM
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Version constraints: ['^0.4.18']
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | solc version: v0.4.18
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function transfer
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function approve
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function allowance
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeMul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeDiv
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeDiv
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeDiv
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeSub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeAdd
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeMul
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeDiv
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeDiv
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeDiv
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Processed function safeSub
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:37:48 AM | analyzer.0xac355d24591c01ad44f8da36ec7629d275a2c6e1 | Return summary generated for safeAdd
