[INFO] | 2024-11-10 07:40:30 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Analysis started at: 2024-11-10 07:40:30 AM
[INFO] | 2024-11-10 07:40:34 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Version constraints: ['^0.5.0', '^0.5.0', '^0.5.0', '^0.5.0', '^0.5.0', '^0.5.0', '^0.5.0']
[INFO] | 2024-11-10 07:40:34 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | solc version: v0.5.0
[INFO] | 2024-11-10 07:40:38 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Callgraph generation started!
[INFO] | 2024-11-10 07:40:38 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Callgraph generation finished!
[INFO] | 2024-11-10 07:40:38 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Value Range Analysis started
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function transfer
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x091ac882e57b89e071c8b153be3aab668a80303d | Processed function allowance
