[INFO] | 2024-11-10 07:38:56 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Analysis started at: 2024-11-10 07:38:56 AM
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:38:59 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | solc version: v0.4.25
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Range graph generated
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Generating return summary for mul
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Return summary generated for mul
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Processed function mul
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Generating return summary for div
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Return summary generated for div
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Processed function div
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Generating return summary for sub
[INFO] | 2024-11-10 07:39:00 AM | analyzer.0x07a6ebf8549dd5cfdf201f6de9e7487113434dd7 | Return summary generated for sub
