[INFO] | 2024-11-10 07:40:15 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Analysis started at: 2024-11-10 07:40:15 AM
[INFO] | 2024-11-10 07:40:18 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:40:18 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | solc version: v0.4.21
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Callgraph generation started!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Callgraph generation finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Value Range Analysis started
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Range graph generated
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for mul
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for mul
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function mul
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for div
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for div
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function div
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for sub
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for sub
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function sub
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for add
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for add
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function add
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for userRefund
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for userRefund
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function userRefund
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Range graph generated
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for userRefund
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for userRefund
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function userRefund
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for lock
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for lock
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Range graph generated
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function lock
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for unLock
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for unLock
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Range graph generated
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function unLock
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for getEventId
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for getEventId
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Range graph generated
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function getEventId
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Range graph generated
[INFO] | 2024-11-10 07:40:21 AM | analyzer.0x0a28dd8141394e6d680d20d54ffeb3544b576a78 | Processed function slitherConstructorVariables
