[INFO] | 2024-11-10 07:37:33 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Analysis started at: 2024-11-10 07:37:33 AM
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | solc version: v0.4.25
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function transfer
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function mul
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for div
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for div
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function div
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for add
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for add
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function add
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function sub
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for rescueTokens
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for rescueTokens
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function rescueTokens
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for rescueTokens
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for rescueTokens
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function rescueTokens
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for calcRatioNext
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for calcRatioNext
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function calcRatioNext
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for updateWallet
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for updateWallet
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function updateWallet
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Processed function fallback
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x652729577d5c5a13060f81c256aa79adb264f188 | Generating return summary for updateEthPrice
