[INFO] | 2024-11-10 07:43:03 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Analysis started at: 2024-11-10 07:43:03 AM
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Version constraints: ['^0.4.2']
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | solc version: v0.4.2
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Callgraph generation started!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Callgraph generation finished!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Value Range Analysis started
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for constructor
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for constructor
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function constructor
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for transfer
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for transfer
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function transfer
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for approve
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for approve
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function approve
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function transferFrom
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for constructor
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for constructor
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function constructor
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for multiply
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for multiply
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function multiply
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for buyTokens
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for buyTokens
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function buyTokens
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Generating return summary for endSale
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Return summary generated for endSale
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Range graph generated
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Processed function endSale
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Value Range Analysis took 0.003449 seconds
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Value Range Analysis finished
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Dependency detection started!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Dependency detection finished!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Static Analysis took 1.275370 seconds
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Dependency does not exist
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Analysis finished!
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Analysis took 1.275544 seconds
[INFO] | 2024-11-10 07:43:04 AM | analyzer.0xf796eb0a13b5a75e94f13fd14fb66b2b8007f69b | Analysis finished at: 2024-11-10 07:43:04 AM
