[INFO] | 2024-11-10 07:37:29 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Analysis started at: 2024-11-10 07:37:29 AM
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Version constraints: ['^0.4.24']
[INFO] | 2024-11-10 07:37:31 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | solc version: v0.4.24
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function transfer
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getAddr
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getAddr
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getAddr
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getRedeemEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getRedeemEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getRedeemEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getClaimEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getRedeemEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getRedeemEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getRedeemEst
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function constructor
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for NonIssueDeposits
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for NonIssueDeposits
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function NonIssueDeposits
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function paused
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function getAddress
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function setCharge
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SetClaimRate
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function fallback
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Return summary generated for setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Range graph generated
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function setPause
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Generating return summary for setCharge
