[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Analysis started at: 2024-11-10 07:39:12 AM
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Version constraints: ['^0.4.19']
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | solc version: v0.4.19
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Callgraph generation started!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Value Range Analysis started
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function transfer
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for Crowdsale
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for Crowdsale
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Range graph generated
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function Crowdsale
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function getPrice
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Range graph generated
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for getUnsoldTokens
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for getUnsoldTokens
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function getUnsoldTokens
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Range graph generated
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Processed function fallback
[INFO] | 2024-11-10 07:39:13 AM | analyzer.0x41021442eab722c0a52c61738550faabfd0fca4e | Generating return summary for checkAdmin
