[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Analysis started at: 2024-11-10 07:38:18 AM
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Version constraints: ['^0.4.17']
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | solc version: v0.4.17
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Callgraph generation started!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Value Range Analysis started
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for BountyEscrow
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for BountyEscrow
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function BountyEscrow
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function fallback
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for authorized
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for authorized
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function authorized
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function onlyAdmin
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for payout
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for payout
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function payout
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for deauthorize
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for deauthorize
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Processed function deauthorize
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Generating return summary for authorize
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x6cdccb2b249298419ab3dea261a92fbacf2223ab | Return summary generated for authorize
