[INFO] | 2024-11-10 07:38:13 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Analysis started at: 2024-11-10 07:38:13 AM
[INFO] | 2024-11-10 07:38:13 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Version constraints: ['^0.4.13']
[INFO] | 2024-11-10 07:38:13 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | solc version: v0.4.13
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Processed function transfer
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Generating return summary for Crowdsale
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Return summary generated for Crowdsale
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Range graph generated
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Processed function Crowdsale
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Range graph generated
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Range graph generated
[INFO] | 2024-11-10 07:38:14 AM | analyzer.0x8ae5a3d3107699b379898e25013e4b71a227ea22 | Processed function fallback
