[INFO] | 2024-11-10 07:40:11 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Analysis started at: 2024-11-10 07:40:11 AM
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:40:12 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | solc version: v0.4.21
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Callgraph generation started!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Callgraph generation finished!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Storage dependency graph generation started!
[WARNING] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Issues with getting the high level call destination address
[WARNING] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Issues with getting the high level call destination address
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Value Range Analysis started
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function fallback
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for payout
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for payout
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function payout
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for donateToWhale
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for donateToWhale
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function donateToWhale
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for loseWager
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for loseWager
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Range graph generated
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function loseWager
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for ethBalance
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for ethBalance
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function ethBalance
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for currentDifficulty
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for currentDifficulty
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function currentDifficulty
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for currentBetLimit
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for currentBetLimit
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function currentBetLimit
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for hasPlayerWagered
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for hasPlayerWagered
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function hasPlayerWagered
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for winnersPot
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for winnersPot
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function winnersPot
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for onlyRealPeople
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for onlyRealPeople
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Processed function onlyRealPeople
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:13 AM | analyzer.0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e | Return summary generated for onlyOwner
