[INFO] | 2024-11-13 09:12:33 PM | analyzer.require_manual_cases | Analysis started at: 2024-11-13 09:12:33 PM
[INFO] | 2024-11-13 09:12:36 PM | analyzer.require_manual_cases | Version constraints: ['0.4.24']
[INFO] | 2024-11-13 09:12:36 PM | analyzer.require_manual_cases | solc version: v0.4.24
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Callgraph generation started!
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Callgraph generation finished!
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Interprocedural CFG generation started!
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Interprocedural CFG generation finished!
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Storage dependency graph generation started!
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Storage dependency graph generation finished!
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Value Range Analysis started
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for non_buggy_single_st_req_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for non_buggy_single_st_req_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function non_buggy_single_st_req_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for bug_require_22
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for bug_require_22
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function bug_require_22
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for non_buggy_single_st_req_2
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for non_buggy_single_st_req_2
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function non_buggy_single_st_req_2
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for non_buggy_single_st_req_3
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for non_buggy_single_st_req_3
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function non_buggy_single_st_req_3
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for slither_2b
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for slither_2b
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function slither_2b
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for non_buggy_single_st_req_4
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for non_buggy_single_st_req_4
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function non_buggy_single_st_req_4
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for slither_2
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for slither_2
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function slither_2
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for non_buggy_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for non_buggy_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function non_buggy_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for buggy_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for buggy_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function buggy_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for slither_3_DD
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for slither_3_DD
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function slither_3_DD
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for non_buggy_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for non_buggy_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function non_buggy_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for buggy_require_indirect_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for buggy_require_indirect_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function buggy_require_indirect_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for buggy_require_wbc_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for buggy_require_wbc_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function buggy_require_wbc_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for slither_n31
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for slither_n31
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function slither_n31
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for buggy_wac_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for buggy_wac_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function buggy_wac_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for Collect_khichdaai
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for Collect_khichdaai
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function Collect_khichdaai
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for Collect_khichdasai
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for Collect_khichdasai
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | State variable assignement do not exist
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function Collect_khichdasai
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_call
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_call
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_call
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_conditional
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_conditional
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_conditional
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for buggy_indirect_dep_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for buggy_indirect_dep_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function buggy_indirect_dep_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_dd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_dd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_dd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_send
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_send
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_send
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for withdraw_indirect_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for withdraw_indirect_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function withdraw_indirect_cd
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for analyze
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for analyze
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function analyze
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Generating return summary for bug_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Return summary generated for bug_require_1
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Range graph generated
[INFO] | 2024-11-13 09:12:44 PM | analyzer.require_manual_cases | Processed function bug_require_1
