[INFO] | 2024-09-29 03:54:24 AM | analyzer.require_auto_cases | Analysis started at: 2024-09-29 03:54:24 AM
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_auto_cases | Version constraints: ['0.4.24']
[INFO] | 2024-09-29 03:54:25 AM | analyzer.require_auto_cases | solc version: v0.4.24
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Callgraph generation started!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Callgraph generation finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Interprocedural CFG generation started!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Interprocedural CFG generation finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Storage dependency graph generation started!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Storage dependency graph generation finished!
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Value Range Analysis started
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for buggy_require_wbc_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for buggy_require_wbc_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function buggy_require_wbc_2
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for buggy_require_wbc_3
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for buggy_require_wbc_3
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function buggy_require_wbc_3
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for non_buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for non_buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function non_buggy_require_wbc_1
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_5
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_5
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_5
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_6
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_6
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_6
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_7
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_7
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_7
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_8
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_8
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_8
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_9
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_9
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_9
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_10
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_10
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_10
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_11
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Return summary generated for slithermine_11
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Range graph generated
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Processed function slithermine_11
[INFO] | 2024-09-29 03:54:26 AM | analyzer.require_auto_cases | Generating return summary for slithermine_12
