[INFO] | 2024-11-10 07:39:07 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Analysis started at: 2024-11-10 07:39:07 AM
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Version constraints: ['^0.4.13']
[INFO] | 2024-11-10 07:39:10 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | solc version: v0.4.13
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Range graph generated
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for validAddress
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for validAddress
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function validAddress
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for validBalance
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for validBalance
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function validBalance
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for add
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for add
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function add
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for validBalanceMultiple
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for validBalanceMultiple
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function validBalanceMultiple
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for mul
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for mul
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function mul
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for div
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for div
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function div
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for sub
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for sub
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function sub
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Range graph generated
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function Ownable
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function transfer
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function transfer
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:12 AM | analyzer.0x470142a1834438515b757118f322703aba6e1e05 | Processed function totalSupply
