[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Analysis started at: 2024-11-10 07:37:29 AM
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | solc version: v0.4.25
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Generating return summary for SIMPL_BANK
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Return summary generated for SIMPL_BANK
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Range graph generated
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Processed function SIMPL_BANK
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Range graph generated
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Generating return summary for AddMessage
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Return summary generated for AddMessage
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Range graph generated
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Processed function AddMessage
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Generating return summary for Put
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Return summary generated for Put
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Range graph generated
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Processed function Put
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Generating return summary for Collect
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Return summary generated for Collect
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Range graph generated
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Processed function Collect
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Range graph generated
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Processed function fallback
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Value Range Analysis took 0.003931 seconds
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Dependency detection started!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Static Analysis took 1.149191 seconds
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Dependency does not exist
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Analysis finished!
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Analysis took 1.149485 seconds
[INFO] | 2024-11-10 07:37:30 AM | analyzer.0xab78561558d06ace60f206d9fcaac65bb1cfdee2 | Analysis finished at: 2024-11-10 07:37:30 AM

real	0m3.097s
user	0m3.878s
sys	0m2.079s
