[INFO] | 2024-11-10 07:37:22 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Analysis started at: 2024-11-10 07:37:22 AM
[INFO] | 2024-11-10 07:37:24 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:37:24 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | solc version: v0.4.25
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for owned
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for owned
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function owned
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function receiveApproval
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function approve
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for burn
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for burn
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function burn
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function burnFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function approve
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for burn
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for burn
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function burn
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function burnFrom
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for owned
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for owned
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function owned
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Range graph generated
[INFO] | 2024-11-10 07:37:25 AM | analyzer.0xd3efa0d59dccd79a8f2011f5adf527e78f1f68b4 | Processed function _transfer
