[INFO] | 2024-11-10 07:38:25 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Analysis started at: 2024-11-10 07:38:25 AM
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Version constraints: ['^0.5.1']
[INFO] | 2024-11-10 07:38:25 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | solc version: v0.5.1
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Processed function transfer
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Processed function constructor
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Generating return summary for insertBet
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Return summary generated for insertBet
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Processed function insertBet
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Processed function fallback
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Generating return summary for sendToken
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Return summary generated for sendToken
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Processed function sendToken
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Generating return summary for signal
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Return summary generated for signal
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Range graph generated
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Processed function signal
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Value Range Analysis took 0.002855 seconds
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Dependency detection started!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Static Analysis took 1.295891 seconds
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Dependency does not exist
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xe650a4ed8c64174201204fd4d628a98661048fc4 | Analysis finished!
