[INFO] | 2024-11-10 07:41:15 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Analysis started at: 2024-11-10 07:41:15 AM
[INFO] | 2024-11-10 07:41:20 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Version constraints: ['^0.5.0']
[INFO] | 2024-11-10 07:41:20 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | solc version: v0.5.0
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Callgraph generation started!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Callgraph generation finished!
[INFO] | 2024-11-10 07:41:31 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Value Range Analysis started
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Range graph generated
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for approve
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for approve
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function approve
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function transferFrom
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for allowance
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for allowance
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function allowance
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function balanceOf
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Processed function transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:32 AM | analyzer.0x058a144951e062fc14f310057d2fd9ef0cf5095b | State variable assignement do not exist
