[INFO] | 2024-11-10 07:37:18 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Analysis started at: 2024-11-10 07:37:18 AM
[INFO] | 2024-11-10 07:37:19 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Version constraints: ['^0.4.16']
[INFO] | 2024-11-10 07:37:19 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | solc version: v0.4.16
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Callgraph generation started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Value Range Analysis started
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for owned
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for owned
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function owned
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function receiveApproval
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function approve
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for burn
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for burn
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function burn
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function burnFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function TokenERC20
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function approve
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for burn
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for burn
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function burn
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function burnFrom
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for owned
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for owned
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function owned
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function _transfer
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for getEth
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for getEth
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function getEth
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for balanceOfa
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for balanceOfa
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function balanceOfa
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function approveAndCall
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for EncryptedToken
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Return summary generated for EncryptedToken
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Range graph generated
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Processed function EncryptedToken
[INFO] | 2024-11-10 07:37:20 AM | analyzer.0x64b09d1a4b01db659fc36b72de0361f2c6c521b1 | Generating return summary for transfer
