[INFO] | 2024-11-10 07:39:33 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Analysis started at: 2024-11-10 07:39:33 AM
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | solc version: v0.4.21
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function allowance
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function transfer
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function approve
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for Owned
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for Owned
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function Owned
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for Owned
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for Owned
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function Owned
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for BoomerangLiquidity
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for BoomerangLiquidity
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function BoomerangLiquidity
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for deposit
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for deposit
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function deposit
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for payout
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for payout
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function payout
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function withdraw
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for donate
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for donate
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function donate
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function changeOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function fallback
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Range graph generated
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function changeOwner
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Generating return summary for exitScam
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Return summary generated for exitScam
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Processed function exitScam
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Value Range Analysis took 0.006857 seconds
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Dependency detection started!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Static Analysis took 1.276913 seconds
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Dependency does not exist
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Analysis finished!
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Analysis took 1.277107 seconds
[INFO] | 2024-11-10 07:39:34 AM | analyzer.0xea9c15f733ee4cd9e24c97bdddd66077a757b474 | Analysis finished at: 2024-11-10 07:39:34 AM

real	0m2.990s
user	0m4.283s
sys	0m2.865s
