[INFO] | 2024-11-10 07:38:02 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Analysis started at: 2024-11-10 07:38:02 AM
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Version constraints: ['^0.4.15']
[INFO] | 2024-11-10 07:38:04 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | solc version: v0.4.15
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Callgraph generation started!
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Value Range Analysis started
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Range graph generated
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for mul
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for mul
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function mul
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for div
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for div
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function div
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for sub
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for sub
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function sub
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for add
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for add
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function add
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function balanceOf
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function transfer
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function allowance
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function transferFrom
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for approve
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Return summary generated for approve
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Processed function approve
[INFO] | 2024-11-10 07:38:05 AM | analyzer.0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb | Generating return summary for balanceOf
