[INFO] | 2024-11-10 07:41:30 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Analysis started at: 2024-11-10 07:41:30 AM
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Version constraints: ['^0.4.23']
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | solc version: v0.4.23
[INFO] | 2024-11-10 07:41:36 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Callgraph generation started!
[INFO] | 2024-11-10 07:41:36 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Callgraph generation finished!
[INFO] | 2024-11-10 07:41:36 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Value Range Analysis started
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Range graph generated
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for hasEnded
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for hasEnded
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function hasEnded
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function forwardFunds
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for validPurchase
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for validPurchase
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function validPurchase
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for add
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for add
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function add
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for mul
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for mul
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function mul
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Range graph generated
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:37 AM | analyzer.0x095c3f181cde64ff0d96ec14fba29210f2851fe2 | Range graph generated
