[INFO] | 2024-11-10 07:38:09 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Analysis started at: 2024-11-10 07:38:09 AM
[INFO] | 2024-11-10 07:38:13 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Version constraints: ['^0.4.13']
[INFO] | 2024-11-10 07:38:13 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | solc version: v0.4.13
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Callgraph generation started!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Value Range Analysis started
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for validate
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for validate
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function validate
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function balanceOf
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function transfer
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function transferFrom
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function allowance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function totalSupply
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Range graph generated
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for mul
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for mul
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function mul
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for div
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for div
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function div
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for sub
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for sub
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function sub
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for add
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for add
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function add
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function whoAmI
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function timestamp
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function contractBalance
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Range graph generated
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function constructor
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Return summary generated for error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Processed function error
[INFO] | 2024-11-10 07:38:18 AM | analyzer.0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b | Generating return summary for whoAmI
