[INFO] | 2024-11-10 07:41:06 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Analysis started at: 2024-11-10 07:41:06 AM
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | solc version: v0.4.25
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Callgraph generation started!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Callgraph generation finished!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Value Range Analysis started
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function constructor
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for getOut
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for getOut
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function getOut
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for setSmartolution
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for setSmartolution
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function setSmartolution
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for setReferrer
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for setReferrer
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Range graph generated
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Processed function setReferrer
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Generating return summary for processPayment
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | Return summary generated for processPayment
[INFO] | 2024-11-10 07:41:07 AM | analyzer.0xf1add8bf553d0066be17768d6816f3730c476237 | State variable assignement do not exist
