[INFO] | 2024-11-10 07:39:51 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Analysis started at: 2024-11-10 07:39:51 AM
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Version constraints: ['^0.4.13']
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | solc version: v0.4.13
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function transfer
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for BDSMAirdrop
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for BDSMAirdrop
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function BDSMAirdrop
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for multiSend
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for multiSend
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function multiSend
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for tokensBack
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for tokensBack
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function tokensBack
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Generating return summary for changeAirdropValue
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Return summary generated for changeAirdropValue
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Processed function changeAirdropValue
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Value Range Analysis took 0.003185 seconds
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Dependency detection started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0xec8f9a0de90487e7aa172fe5291fd19ad7163aa1 | Static Analysis took 0.815710 seconds
