[INFO] | 2024-11-10 07:37:54 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Analysis started at: 2024-11-10 07:37:54 AM
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Version constraints: ['^0.4.16']
[INFO] | 2024-11-10 07:37:58 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | solc version: v0.4.16
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Range graph generated
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function fallback
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for play
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for play
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function play
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for getPrizeAmount
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for getPrizeAmount
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function getPrizeAmount
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for getNumWinners
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for getNumWinners
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function getNumWinners
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for getPlayers
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for getPlayers
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function getPlayers
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for getWinners
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for getWinners
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function getWinners
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for getStat
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for getStat
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function getStat
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for calcaultePrizes
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for calcaultePrizes
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function calcaultePrizes
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for finish
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for finish
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function finish
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for revoke
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for revoke
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function revoke
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Generating return summary for getPrizeAmount
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Return summary generated for getPrizeAmount
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0xb588530e3956d9787b0429244ca360f566ff3301 | Processed function getPrizeAmount
