[INFO] | 2024-11-10 07:37:44 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Analysis started at: 2024-11-10 07:37:44 AM
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Version constraints: ['^0.4.18']
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | solc version: v0.4.18
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Callgraph generation started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Value Range Analysis started
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Processed function transfer
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Generating return summary for Crowdsale
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Return summary generated for Crowdsale
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Processed function Crowdsale
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Processed function fallback
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Value Range Analysis took 0.003852 seconds
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Dependency detection started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Dependency detection finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Static Analysis took 1.101525 seconds
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Dependency does not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Analysis finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Analysis took 1.101929 seconds
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0xb48e28b7de69e921e37c9786f11a6f73274777ef | Analysis finished at: 2024-11-10 07:37:45 AM
