[INFO] | 2024-11-10 07:39:57 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Analysis started at: 2024-11-10 07:39:57 AM
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Version constraints: ['^0.4.8']
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | solc version: v0.4.8
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Callgraph generation started!
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:58 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Value Range Analysis started
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function transfer
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for devWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for devWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function devWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for devResWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for devResWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Range graph generated
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function devResWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for closeCrowdsale
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for closeCrowdsale
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Range graph generated
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function closeCrowdsale
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Range graph generated
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function afterDeadline
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Range graph generated
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function fallback
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for returnTokens
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for returnTokens
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function returnTokens
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for checkTargetReached
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for checkTargetReached
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Range graph generated
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function checkTargetReached
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Range graph generated
