[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Analysis started at: 2024-11-10 07:37:06 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Version constraints: ['^0.4.24']
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | solc version: v0.4.24
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Callgraph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Value Range Analysis started
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for mul
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for mul
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Processed function mul
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for div
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for div
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Processed function div
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for sub
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for sub
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Processed function sub
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for add
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for add
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Processed function add
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Processed function balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x1da73fc09ea07781482994036a0eecc7e6952dfb | State variable assignement do not exist
