[INFO] | 2024-11-10 07:40:28 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Analysis started at: 2024-11-10 07:40:28 AM
[INFO] | 2024-11-10 07:40:29 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Version constraints: ['^0.4.16']
[INFO] | 2024-11-10 07:40:29 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | solc version: v0.4.16
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Callgraph generation started!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Callgraph generation finished!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Value Range Analysis started
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for owned
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for owned
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function owned
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function receiveApproval
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function TokenERC20
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function approve
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for burn
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for burn
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function burn
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function burnFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function TokenERC20
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function approve
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for burn
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for burn
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
