[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Version constraints: ['^0.4.18']
[INFO] | 2024-11-10 07:37:08 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | solc version: v0.4.18
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Callgraph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Callgraph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Value Range Analysis started
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function Ownable
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for thankYou
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for thankYou
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function thankYou
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for stopIt
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for stopIt
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function stopIt
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function Ownable
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function balanceOf
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for approve
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for approve
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function approve
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function allowance
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for onlyParts
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for onlyParts
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function onlyParts
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for thankYou
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for thankYou
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function thankYou
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for stopIt
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for stopIt
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function stopIt
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Generating return summary for setHelpMeTokenParts
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Return summary generated for setHelpMeTokenParts
