[INFO] | 2024-11-10 07:40:58 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Analysis started at: 2024-11-10 07:40:58 AM
[INFO] | 2024-11-10 07:40:59 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Version constraints: ['^0.4.16']
[INFO] | 2024-11-10 07:40:59 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | solc version: v0.4.16
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Callgraph generation started!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Callgraph generation finished!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Value Range Analysis started
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for owned
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for owned
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function owned
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for receiveApproval
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for receiveApproval
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function receiveApproval
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function TokenERC20
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for approve
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for approve
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function approve
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for burn
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for burn
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function burn
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function burnFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for TokenERC20
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for TokenERC20
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function TokenERC20
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for approve
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for approve
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function approve
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for burn
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for burn
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function burn
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function burnFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for owned
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for owned
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function owned
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for _transfer
