[INFO] | 2024-11-10 07:38:53 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Analysis started at: 2024-11-10 07:38:53 AM
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Version constraints: ['^0.4.18']
[INFO] | 2024-11-10 07:38:54 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | solc version: v0.4.18
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Callgraph generation started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Value Range Analysis started
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function mul
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for div
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for div
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function div
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function sub
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for add
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for add
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function add
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for max64
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for max64
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function max64
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for min64
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for min64
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function min64
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for max256
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for max256
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function max256
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for min256
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for min256
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function min256
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function Ownable
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function transfer
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function approve
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function allowance
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for decimals
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for decimals
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function decimals
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for findBestRate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for findBestRate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function findBestRate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for rate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for rate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function rate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function Ownable
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function fallback
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for _tradeTokenToEther
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for _tradeTokenToEther
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function _tradeTokenToEther
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for _tradeEtherToToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for _tradeEtherToToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function _tradeEtherToToken
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for rate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for rate
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function rate
