[INFO] | 2024-11-10 07:39:21 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Analysis started at: 2024-11-10 07:39:21 AM
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Version constraints: ['^0.4.11']
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | solc version: v0.4.11
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:23 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Range graph generated
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function transfer
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function approve
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function allowance
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function transfer
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function approve
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function allowance
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for CentraToken
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Return summary generated for CentraToken
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Range graph generated
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Processed function CentraToken
[INFO] | 2024-11-10 07:39:24 AM | analyzer.0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936 | Generating return summary for totalSupply
