[INFO] | 2024-11-10 07:38:37 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Analysis started at: 2024-11-10 07:38:37 AM
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Version constraints: ['^0.4.21']
[INFO] | 2024-11-10 07:38:38 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | solc version: v0.4.21
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Callgraph generation started!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Value Range Analysis started
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function Ownable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for mul
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for mul
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function mul
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for div
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for div
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function div
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for sub
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for sub
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function sub
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for add
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for add
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function add
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function allowance
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function transferFrom
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for approve
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for approve
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function approve
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function Ownable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for AirdropController
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for AirdropController
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function AirdropController
