[INFO] | 2024-11-10 07:38:36 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Analysis started at: 2024-11-10 07:38:36 AM
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Version constraints: ['^0.4.13']
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | solc version: v0.4.13
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Callgraph generation started!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Callgraph generation finished!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Value Range Analysis started
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for CentraWhiteList
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for CentraWhiteList
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Range graph generated
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function CentraWhiteList
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for div
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for div
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function div
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for max64
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for max64
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function max64
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for min64
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for min64
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function min64
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for max256
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for max256
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function max256
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for min256
