[INFO] | 2024-11-10 07:40:31 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Analysis started at: 2024-11-10 07:40:31 AM
[INFO] | 2024-11-10 07:40:32 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Version constraints: ['0.4.24']
[INFO] | 2024-11-10 07:40:32 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | solc version: v0.4.24
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Callgraph generation started!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Callgraph generation finished!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Value Range Analysis started
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function transfer
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Range graph generated
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function constructor
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Range graph generated
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function fallback
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getOwners
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getOwners
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getOwners
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getTxnNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getTxnNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getTxnNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getLogsNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getLogsNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getLogsNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getLog
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getLog
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getLog
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getTokenTxnNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getTokenTxnNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getTokenTxnNum
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for getTokenTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for getTokenTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function getTokenTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for topBalance
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for topBalance
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Range graph generated
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function topBalance
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for executeTokenTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for executeTokenTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function executeTokenTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for submitTransaction
