[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Analysis started at: 2024-11-10 07:39:42 AM
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Version constraints: ['^0.4.25']
[INFO] | 2024-11-10 07:39:42 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | solc version: v0.4.25
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Callgraph generation started!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Callgraph generation finished!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Value Range Analysis started
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Range graph generated
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Processed function constructor
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Range graph generated
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Generating return summary for AddMessage
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Return summary generated for AddMessage
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Range graph generated
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Processed function AddMessage
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Generating return summary for Put
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Return summary generated for Put
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Range graph generated
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Processed function Put
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Generating return summary for Collect
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Return summary generated for Collect
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Range graph generated
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Processed function Collect
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Range graph generated
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Processed function fallback
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Value Range Analysis took 0.002551 seconds
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Dependency detection started!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Static Analysis took 1.016718 seconds
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Dependency does not exist
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Analysis finished!
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Analysis took 1.016969 seconds
[INFO] | 2024-11-10 07:39:43 AM | analyzer.0x2d5df43d54ae164a912db8de092cf707b446f693 | Analysis finished at: 2024-11-10 07:39:43 AM
