[INFO] | 2024-11-10 07:41:33 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Analysis started at: 2024-11-10 07:41:33 AM
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Version constraints: ['^0.4.24']
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | solc version: v0.4.24
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Callgraph generation started!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Callgraph generation finished!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Interprocedural CFG generation started!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Interprocedural CFG generation finished!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Storage dependency graph generation started!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Storage dependency graph generation finished!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Value Range Analysis started
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Generating return summary for go
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Return summary generated for go
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Processed function go
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Processed function fallback
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Range graph generated
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Value Range Analysis took 0.001180 seconds
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Dependency detection started!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Dependency detection finished!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Static Analysis took 0.619121 seconds
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Dependency does not exist
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Analysis finished!
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Analysis took 0.619420 seconds
[INFO] | 2024-11-10 07:41:34 AM | analyzer.0x254be9060f72d70bf6e264b496b691a98733251e | Analysis finished at: 2024-11-10 07:41:34 AM
